parcelid,logerror,transactiondate,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,bedroomflag,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
12806050,-0.0050,"Friday, January 15, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,889.0000,889.0000,,,,,06037,,1.0000,,,,7,33979056.0000,-118070352.0000,6104.0000,,,,,,0100,261,LCR1YY,060375022.001024,396556,3101,,96174,0.0000,,,,1.0000,,,1949.0000,,,75638.0000,187112.0000,2015.0000,111474.0000,2547.3999,,,60375022001024
17092400,-0.0233,"Friday, January 15, 2016",,,,2.5000,3.0000,false,,,2.5000,,875.0000,2018.0000,2018.0000,,,875.0000,,06111,1.0000,2.0000,2.0000,458.0000,,,34274288.0000,-119183880.0000,3460.0000,,,,,,1111,261,,061110014.011008,34543,2061,,97084,7.0000,,1.0000,,,,,2007.0000,2.0000,,202000.0000,574000.0000,2015.0000,372000.0000,6459.3599,,,61110014011008
11251038,-0.2307,"Friday, January 15, 2016",1,,,2.0000,3.0000,false,,7.0000,2.0000,,,1402.0000,1402.0000,,,,,06037,,2.0000,,,,2,34592344.0000,-117840816.0000,29399.0000,,,,,,0100,261,LCRA30000,060379001.042012,40227,3101,,97344,0.0000,,,,1.0000,,,1985.0000,,,97837.0000,122290.0000,2015.0000,24453.0000,334.3800,,,60379001042012
12717172,0.0060,"Friday, January 15, 2016",,,,2.0000,4.0000,true,,7.0000,2.0000,,,1628.0000,1628.0000,,,,,06037,,2.0000,,,,7,33950380.0000,-118085104.0000,5248.0000,,,,,,0100,261,SSR1YY,060375027.003019,13716,3101,,96201,0.0000,,,,1.0000,,,1950.0000,,,181765.0000,389350.0000,2015.0000,207585.0000,5264.1299,,,60375027003019
14678406,0.0325,"Friday, January 15, 2016",,,,1.5000,2.0000,false,,,1.5000,,,1014.0000,1014.0000,,,,,06059,,1.0000,1.0000,0.0000,,,33696200.0000,-117773224.0000,,,,,,,34,266,,060590525.051001,52650,1286,273611,96941,4.0000,,1.0000,,,,,1977.0000,2.0000,,70013.0000,366600.0000,2015.0000,296587.0000,3886.2000,,,60590525051006
17084045,-0.0736,"Friday, January 15, 2016",,,,2.0000,4.0000,true,,,2.0000,,1353.0000,1353.0000,1353.0000,,,1353.0000,,06111,,2.0000,2.0000,400.0000,,,34267612.0000,-119238712.0000,5600.0000,,,,,,1111,261,,061110027.002024,34543,2061,,97083,7.0000,,,,,150.0000,,1956.0000,1.0000,,38004.0000,54411.0000,2015.0000,16407.0000,682.7400,,,61110027002024
12086703,0.0139,"Friday, January 15, 2016",1,,,2.0000,2.0000,false,,4.0000,2.0000,,,991.0000,991.0000,,,,,06037,,2.0000,,,,2,34139900.0000,-118232000.0000,29725.0000,1.0000,,,,1,010E,266,,060373021.021002,45457,3101,275396,96324,0.0000,,,,1.0000,,,1974.0000,,,113266.0000,205100.0000,2015.0000,91834.0000,2250.0500,,,60373021021002
11454782,-0.0253,"Friday, January 15, 2016",1,,,2.0000,2.0000,false,,4.0000,2.0000,,,1130.0000,1130.0000,,,,,06037,,2.0000,,,,2,33974500.0000,-118378000.0000,,1.0000,,,,1,010C,266,LAR3,060372761.002004,12447,3101,7877,96026,0.0000,,,,1.0000,,,2010.0000,,,205024.0000,423163.0000,2015.0000,218139.0000,5300.1099,,,60372761002004
14166994,0.1053,"Friday, January 15, 2016",,,,3.5000,4.0000,true,,,3.5000,,,3585.0000,3585.0000,,,,,06059,,3.0000,3.0000,765.0000,true,,33888120.0000,-117710280.0000,15000.0000,1.0000,,,1,,122,261,,060590218.281002,21412,1286,,97079,0.0000,,1.0000,,,,,1992.0000,,,512807.0000,1391000.0000,2015.0000,878193.0000,15834.8604,,,60590218281002
14599320,0.0714,"Friday, January 15, 2016",,,,2.5000,3.0000,false,,,2.5000,,,2730.0000,2730.0000,,,,,06059,,2.0000,2.0000,0.0000,,,33604264.0000,-117584776.0000,,,,,,,34,266,,060590320.444005,17597,1286,,96989,0.0000,,1.0000,,,,,1989.0000,,,226446.0000,765749.0000,2015.0000,539303.0000,7922.0801,,,60590320444005
14736667,1.5760,"Friday, January 15, 2016",,,,2.0000,2.0000,false,,,2.0000,,,908.0000,908.0000,,,,,06059,,2.0000,2.0000,0.0000,,,33687028.0000,-117624392.0000,,,,,,,34,266,,060590524.282006,32380,1286,,96989,0.0000,,,,,,,1986.0000,,,85703.0000,323316.0000,2015.0000,237613.0000,3396.9600,,,60590524282006
11092814,-0.0998,"Friday, January 15, 2016",1,,,3.0000,4.0000,true,,4.0000,3.0000,,,2925.0000,2925.0000,,,,,06037,,3.0000,,,,2,34241224.0000,-118520224.0000,17648.0000,1.0000,,,,1,0101,261,LARA,060371151.041000,12447,3101,33183,96355,0.0000,,,,1.0000,,,1977.0000,,,382858.0000,625726.0000,2015.0000,242868.0000,8233.0195,,,60371151041000
14248945,0.0100,"Friday, January 15, 2016",13,,,2.5000,4.0000,true,,,2.5000,,,2528.0000,2528.0000,,,,,06059,1.0000,2.0000,2.0000,682.0000,,,33769404.0000,-117848680.0000,5460.0000,,,,,,122,261,,060590754.042005,47568,1286,,97005,8.0000,,1.0000,,,,,1976.0000,2.0000,,190052.0000,391321.0000,2015.0000,201269.0000,4449.4399,,,60590754042005
14319622,0.0507,"Friday, January 15, 2016",,,,2.5000,4.0000,true,,,2.5000,,,2016.0000,2016.0000,,,,,06059,1.0000,2.0000,3.0000,750.0000,,,33637468.0000,-117821296.0000,7700.0000,,,,,,122,261,,060590626.291022,52650,1286,275785,96940,8.0000,,1.0000,,,,,1969.0000,1.0000,,68878.0000,109426.0000,2015.0000,40548.0000,1224.7200,,,60590626291022
14233951,0.0169,"Friday, January 15, 2016",,,,1.5000,3.0000,false,,,1.5000,,,1159.0000,1159.0000,,,,,06059,,1.0000,2.0000,460.0000,,,33791616.0000,-117801888.0000,1669.0000,,,,,,122,261,,060590219.134004,33252,1286,,97067,5.0000,,1.0000,,,,,1973.0000,2.0000,,80335.0000,347000.0000,2015.0000,266665.0000,4039.9199,,,60590219134004
12086880,-0.0151,"Friday, January 15, 2016",1,,,1.0000,1.0000,false,,7.0000,1.0000,,,715.0000,715.0000,,,,,06037,,1.0000,,,,2,34137600.0000,-118230000.0000,134616.0000,1.0000,,,,1,010E,266,GLR4,060373021.021003,45457,3101,275396,96324,0.0000,,,,1.0000,,,1975.0000,,,60000.0000,214000.0000,2015.0000,154000.0000,2647.8201,,,60373021021003
11175226,-0.0346,"Friday, January 15, 2016",1,,,2.0000,3.0000,false,,7.0000,2.0000,,,1319.0000,1319.0000,,,,,06037,,2.0000,,,,2,34499400.0000,-118631952.0000,20078.0000,1.0000,,,,1,0101,261,LCR15000,060379201.041041,10734,3101,,96398,0.0000,,,,1.0000,,,1987.0000,,,171603.0000,281052.0000,2015.0000,109449.0000,4212.6499,,,60379201041041
12583867,-0.0131,"Friday, January 15, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,878.0000,878.0000,,,,,06037,,1.0000,,,,7,33833640.0000,-118268040.0000,3437.0000,,,,,,0100,261,CARS,060375438.021005,10723,3101,,96229,0.0000,,,,1.0000,,,1954.0000,,,53017.0000,265106.0000,2015.0000,212089.0000,3738.7200,,,60375438021005
12165873,0.1213,"Friday, January 15, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,980.0000,980.0000,,,,,06037,,1.0000,,,,7,34170584.0000,-118138224.0000,6589.0000,,,,,,0100,261,PSR6,060374615.012001,47019,3101,274695,96292,0.0000,,,,1.0000,,,1921.0000,,,39127.0000,168909.0000,2015.0000,129782.0000,2229.2400,,,60374615012001
11237008,0.0020,"Friday, January 15, 2016",1,,,2.0000,3.0000,false,,4.0000,2.0000,,,1554.0000,1554.0000,,,,,06037,,2.0000,,,,2,34545688.0000,-118065696.0000,7174.0000,,,,,,0100,261,PDA12,060379107.161021,40227,3101,,97328,0.0000,,,,1.0000,,,2004.0000,,,161400.0000,225000.0000,2015.0000,63600.0000,4505.9502,,,60379107161021
12380035,0.0198,"Friday, January 15, 2016",,,,1.0000,3.0000,false,,7.0000,1.0000,,,1097.0000,1097.0000,,,,,06037,,1.0000,,,,7,34010732.0000,-118135416.0000,5202.0000,1.0000,,,,1,0101,261,LCR1YY,060375319.022010,17882,3101,,96003,0.0000,,,,1.0000,,,1950.0000,,,84329.0000,256366.0000,2015.0000,172037.0000,3769.7700,,,60375319022010
12889007,-0.0294,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1421.0000,1421.0000,,,,,06037,,2.0000,,,,2,34064152.0000,-117790928.0000,5953.0000,,,,,,0100,261,POR106,060374024.052002,20008,3101,,96508,0.0000,,,,1.0000,,,1955.0000,,,83171.0000,175511.0000,2015.0000,92340.0000,2305.2300,,,60374024052002
14214939,-0.0050,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,,2.0000,,,1812.0000,1812.0000,,,,,06059,1.0000,2.0000,2.0000,462.0000,,,33852328.0000,-117778368.0000,14000.0000,1.0000,,,,1,122,261,,060590219.051000,16764,1286,113455,97026,7.0000,,,,,,,1969.0000,1.0000,,128330.0000,652000.0000,2015.0000,523670.0000,7185.2798,,,60590219051000
17205422,0.1284,"Friday, January 15, 2016",,,,0.0000,0.0000,false,,,,,,,,,,,,06111,,,,,,,34295552.0000,-118878488.0000,3745.0000,,,,,,1014,261,,061110076.061008,25974,2061,,97097,0.0000,,,,,,,,,,,10000.0000,2015.0000,10000.0000,165.9600,,,61110076061008
17088861,-0.0070,"Friday, January 15, 2016",,,,2.5000,3.0000,false,,,2.5000,,880.0000,1660.0000,1660.0000,,,880.0000,,06111,1.0000,2.0000,2.0000,0.0000,,,34264840.0000,-119225616.0000,,,,,,,1129,266,,061110015.021024,34543,2061,,97083,7.0000,,1.0000,,,,,1987.0000,2.0000,,171701.0000,343402.0000,2015.0000,171701.0000,3656.5400,,,61110015021024
12182035,-0.0192,"Friday, January 15, 2016",,,,2.0000,4.0000,true,,7.0000,2.0000,,,2298.0000,,,2298.0000,,,06037,,2.0000,,,,,33982968.0000,-118292464.0000,5805.0000,,,,,,0200,246,LAR2,060372371.012002,12447,3101,118208,96025,0.0000,,,,2.0000,,,1937.0000,,,125000.0000,400000.0000,2015.0000,275000.0000,3622.7100,,,60372371012002
13913133,-0.0182,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,,2.0000,,,1146.0000,1146.0000,,,,,06059,,2.0000,1.0000,360.0000,,,33858864.0000,-117950016.0000,6770.0000,1.0000,,,,1,122,261,,060590019.031000,24812,1286,,97041,6.0000,,,,,,,1954.0000,1.0000,,55030.0000,103962.0000,2015.0000,48932.0000,1489.6801,,,60590019031000
12804435,0.0000,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1300.0000,1300.0000,,,,,06037,,2.0000,,,,2,33985560.0000,-118072440.0000,5475.0000,1.0000,,,,1,0101,261,LCRA,060375010.011010,396556,3101,,96174,0.0000,,,,1.0000,,,1961.0000,,,89313.0000,161754.0000,2015.0000,72441.0000,2266.9900,,,60375010011010
10748258,0.0779,"Friday, January 15, 2016",1,,,5.0000,5.0000,true,,1.0000,5.0000,,,4258.0000,4258.0000,,,,,06037,,5.0000,,,,2,34134188.0000,-118842264.0000,8462.0000,1.0000,,,,1,010D,269,WVRPD4OOOO,060378003.263016,41673,3101,,96384,0.0000,,,,1.0000,,,1989.0000,,,692903.0000,1148567.0000,2015.0000,455664.0000,12323.9297,,,60378003263016
12626796,0.0760,"Friday, January 15, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,962.0000,962.0000,,,,,06037,,1.0000,,,,7,33794504.0000,-118273528.0000,5927.0000,,,,,,0100,261,LAR1,060372942.003011,12447,3101,48516,96228,0.0000,,,,1.0000,,,1929.0000,,,67448.0000,185245.0000,2015.0000,117797.0000,2427.2000,,,60372942003011
12348469,-0.0263,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1189.0000,1189.0000,,,,,06037,,2.0000,,,,7,33906864.0000,-118132280.0000,6190.0000,,,,,,0100,261,BFR1YY,060375532.007002,44116,3101,,96208,0.0000,,,,1.0000,,,1953.0000,,,36285.0000,59510.0000,2015.0000,23225.0000,950.4200,,,60375532007002
11793942,0.0030,"Friday, January 15, 2016",1,,,2.0000,2.0000,false,,1.0000,2.0000,,,970.0000,970.0000,,,,,06037,,2.0000,,,,2,34048000.0000,-118243000.0000,64557.0000,,,,,,010C,266,LAC2,060372062.002005,12447,3101,268118,95993,0.0000,,,,,,,2006.0000,,,203480.0000,290014.0000,2015.0000,86534.0000,3608.6201,,,60372062002005
12348348,0.0050,"Friday, January 15, 2016",,,,1.0000,3.0000,false,,7.0000,1.0000,,,1201.0000,1201.0000,,,,,06037,,1.0000,,,,7,33902388.0000,-118125384.0000,6289.0000,,,,,,0100,261,BFR1YY,060375532.006007,44116,3101,,96208,0.0000,,,,1.0000,,,1951.0000,,,55203.0000,276021.0000,2015.0000,220818.0000,3403.2700,,,60375532006007
11206706,-0.0367,"Friday, January 15, 2016",1,,,2.0000,3.0000,false,,7.0000,2.0000,,,1287.0000,1287.0000,,,,,06037,,2.0000,,,,2,34568704.0000,-118061128.0000,7272.0000,,,,,,0100,261,LCRA7000,060379106.052022,40227,3101,,97328,0.0000,,,,1.0000,,,1988.0000,,,86220.0000,114959.0000,2015.0000,28739.0000,2346.2500,,,60379106052022
11058849,-0.0182,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,4.0000,2.0000,,,1646.0000,1646.0000,,,,,06037,,2.0000,,,,2,34259984.0000,-118498448.0000,8028.0000,,,,,,0100,261,LARS,060371114.002010,12447,3101,31817,96370,0.0000,,,,1.0000,,,1956.0000,,,113000.0000,481000.0000,2015.0000,368000.0000,5972.0200,,,60371114002010
12522651,0.0305,"Friday, January 15, 2016",,,,6.0000,6.0000,true,,4.0000,6.0000,,,4236.0000,4236.0000,,,,,06037,,6.0000,,,,2,33783220.0000,-118105088.0000,8915.0000,,,,,,0100,261,LBR1N,060375745.003004,46298,3101,275567,96247,0.0000,,,,1.0000,,,1966.0000,,,165631.0000,207424.0000,2015.0000,41793.0000,2761.6699,,,60375745003004
12128015,-0.1358,"Friday, January 15, 2016",1,,,3.0000,3.0000,false,,4.0000,3.0000,,,2479.0000,2479.0000,,,,,06037,,3.0000,,,,2,34175052.0000,-118070832.0000,12099.0000,,,,,,0100,261,PSR4,060374600.003004,47019,3101,274705,96295,0.0000,,,,1.0000,,,1965.0000,,,90755.0000,132752.0000,2015.0000,41997.0000,10494.7197,,,60374600003004
17225023,0.0208,"Friday, January 15, 2016",,,,3.0000,4.0000,true,,,3.0000,,1366.0000,2495.0000,2495.0000,,,1366.0000,,06111,2.0000,3.0000,2.0000,661.0000,,,34233988.0000,-118816160.0000,6400.0000,,,,,,1111,261,,061110075.071000,27110,2061,,97118,8.0000,,,,,438.0000,,1995.0000,2.0000,,238362.0000,392839.0000,2015.0000,154477.0000,4553.3599,,,61110075071000
13061174,0.0227,"Friday, January 15, 2016",1,,,2.0000,4.0000,true,,4.0000,2.0000,,,2477.0000,2477.0000,,,,,06037,,2.0000,,,,2,34038028.0000,-117773696.0000,11455.0000,,,,,,0100,261,POPRD,060374033.183000,20008,3101,,96506,0.0000,,,,1.0000,,,1979.0000,,,292070.0000,401359.0000,2015.0000,109289.0000,5421.3701,,,60374033183000
12017972,0.0779,"Friday, January 15, 2016",1,,,2.0000,2.0000,false,,4.0000,2.0000,,,1267.0000,1267.0000,,,,,06037,,2.0000,,,,2,34092400.0000,-118370000.0000,30249.0000,,,,,,010E,266,WDR4,060377003.001001,48424,3101,,96050,0.0000,,,,1.0000,,,1972.0000,,,131587.0000,276219.0000,2015.0000,144632.0000,3565.5100,,,60377003001001
11322187,-0.0111,"Friday, January 15, 2016",1,,,4.0000,5.0000,true,,4.0000,4.0000,,,4131.0000,4131.0000,,,,,06037,,4.0000,,,,2,34656404.0000,-118255392.0000,10998.0000,,,,,,0100,261,LRR10000,060379012.054089,5534,3101,,97319,0.0000,,,,1.0000,,,2007.0000,,,289700.0000,386000.0000,2015.0000,96300.0000,9920.3301,,,60379012054089
12017925,0.0149,"Friday, January 15, 2016",1,,,3.0000,2.0000,false,,4.0000,3.0000,,,1109.0000,1109.0000,,,,,06037,,3.0000,,,,2,34095700.0000,-118370000.0000,11118.0000,,,,,,010E,266,WDR4,060377003.002005,48424,3101,,96050,0.0000,,,,1.0000,,,1962.0000,,,131400.0000,655800.0000,2015.0000,524400.0000,8033.5098,,,60377003002005
11321955,0.0030,"Friday, January 15, 2016",1,,,4.0000,5.0000,true,,4.0000,4.0000,,,3776.0000,3776.0000,,,,,06037,,4.0000,,,,2,34638440.0000,-118250928.0000,15157.0000,,,,,,0100,261,LCA210,060379012.131073,40227,3101,,97329,0.0000,,,,1.0000,,,2008.0000,,,308100.0000,409000.0000,2015.0000,100900.0000,6404.5898,,,60379012131073
13896087,-0.1233,"Friday, January 15, 2016",,,,2.0000,2.0000,false,,,2.0000,,,2074.0000,2074.0000,,,,,06059,,2.0000,2.0000,636.0000,,,33505684.0000,-117742224.0000,7681.0000,,,,,,1,261,,060590423.053004,52842,1286,,96969,0.0000,,,,,,,1946.0000,,,172281.0000,1324435.0000,2015.0000,1152154.0000,14910.2803,,,60590423053004
11154782,-0.0101,"Friday, January 15, 2016",1,,,2.0000,2.0000,false,,7.0000,2.0000,,,848.0000,848.0000,,,,,06037,,2.0000,,,,2,34422400.0000,-118449000.0000,125051.0000,1.0000,,,,1,010C,266,SCUR5,060379200.382015,54311,3101,37739,96401,0.0000,,,,1.0000,,,1984.0000,,,89717.0000,112951.0000,2015.0000,23234.0000,1776.2400,,,60379200382015
12439024,0.1964,"Friday, January 15, 2016",,,,3.0000,4.0000,true,,4.0000,3.0000,,,3328.0000,3328.0000,,,,,06037,,3.0000,,,,2,33815932.0000,-118073552.0000,8333.0000,1.0000,,,,1,0101,261,LBR1N,060375739.021004,46298,3101,416307,96242,0.0000,,,,1.0000,,,1972.0000,,,428000.0000,897000.0000,2015.0000,469000.0000,10657.4902,,,60375739021004
12934088,0.1748,"Friday, January 15, 2016",1,,,3.0000,4.0000,true,,4.0000,3.0000,,,2893.0000,2893.0000,,,,,06037,,3.0000,,,,2,34070588.0000,-117846144.0000,51220.0000,1.0000,,,,1,0101,261,LCA14L,060374036.002000,24245,3101,,96475,0.0000,,,,1.0000,,,1964.0000,,,106140.0000,460374.0000,2015.0000,354234.0000,5746.5898,,,60374036002000
14675921,0.3090,"Friday, January 15, 2016",,,,2.0000,2.0000,false,,,2.0000,,,1257.0000,1257.0000,,,,,06059,,2.0000,,,,24,33603000.0000,-117734000.0000,,,,,,,34,266,,060590626.413003,46098,1286,,96963,5.0000,,,,,,,1977.0000,1.0000,,97642.0000,297000.0000,2015.0000,199358.0000,3075.0000,,,60590626413009
14675905,0.0296,"Friday, January 15, 2016",,,,2.0000,2.0000,false,,,2.0000,,,1227.0000,1227.0000,,,,,06059,,2.0000,,,,24,33603000.0000,-117734000.0000,,,,,,,34,266,,060590626.413003,46098,1286,,96963,5.0000,,,,,,,1977.0000,1.0000,,61115.0000,82595.0000,2015.0000,21480.0000,878.7800,,,60590626413009
17156716,0.0198,"Friday, January 15, 2016",,,,3.0000,2.0000,false,,,3.0000,,860.0000,1485.0000,1485.0000,,,860.0000,,06111,1.0000,3.0000,2.0000,0.0000,,,34179304.0000,-119211296.0000,1697.0000,,,,,,1128,265,,061110043.043001,47198,2061,,97109,5.0000,,,,,,,1985.0000,2.0000,,108000.0000,312000.0000,2015.0000,204000.0000,3647.9199,,,61110043043001
12666094,0.0611,"Friday, January 15, 2016",,,,3.0000,3.0000,false,,4.0000,3.0000,,,3166.0000,3166.0000,,,,,06037,,3.0000,,,,2,33830824.0000,-118382592.0000,3438.0000,,,,,,0100,261,RBR-1,060376213.013012,33612,3101,,96123,0.0000,,,,1.0000,,,1989.0000,,,198000.0000,1381000.0000,2015.0000,1183000.0000,16209.2100,,,60376213013012
11483031,0.0257,"Friday, January 15, 2016",,,,2.0000,5.0000,true,,7.0000,2.0000,,,1498.0000,1498.0000,,,,,06037,,2.0000,,,,2,33902584.0000,-118373040.0000,5294.0000,,,,,,0100,261,HAR1,060376023.022006,42150,3101,,96107,0.0000,,,,1.0000,,,1955.0000,,,55528.0000,90792.0000,2015.0000,35264.0000,1461.9000,,,60376023022006
17069628,0.0431,"Friday, January 15, 2016",,,,0.0000,0.0000,false,,,,,,,,,,,,06111,,,,,,,34381320.0000,-119305944.0000,211266.0000,,,,,,1112,261,,061110011.012005,34543,2061,,97081,0.0000,,,,,,,,,,16275.0000,45794.0000,2015.0000,29519.0000,651.3000,,,61110011012005
12777276,-0.1256,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1200.0000,1200.0000,,,,,06037,,2.0000,,,,7,34008480.0000,-118062192.0000,6908.0000,,,,,,0100,261,LCR106,060375004.031016,,3101,,96169,0.0000,,,,1.0000,,,1956.0000,,,27926.0000,48308.0000,2015.0000,20382.0000,3714.1899,,,60375004031016
14389592,0.0315,"Friday, January 15, 2016",13,,,3.0000,4.0000,true,,,3.0000,,,3438.0000,3438.0000,,,,,06059,,3.0000,2.0000,595.0000,true,,33586656.0000,-117674800.0000,12000.0000,1.0000,,,1,,122,261,,060590423.281019,25458,1286,,96971,8.0000,,,,,,,1980.0000,2.0000,,271412.0000,1096478.0000,2015.0000,825066.0000,11488.8799,,,60590423281019
11917996,0.0459,"Friday, January 15, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,860.0000,860.0000,,,,,06037,,1.0000,,,,7,34074700.0000,-118087432.0000,6316.0000,,,,,,0100,261,SLR1,060374823.011001,33837,3101,,96515,0.0000,,,,1.0000,,,1941.0000,,,72532.0000,307958.0000,2015.0000,235426.0000,4501.3398,,,60374823011001
14494402,0.0010,"Friday, January 15, 2016",13,,,3.0000,4.0000,true,,,3.0000,,,3347.0000,3347.0000,,,,,06059,,3.0000,2.0000,640.0000,,,33632184.0000,-117637992.0000,5700.0000,,,,,,122,261,,060590320.351006,12773,1286,,96996,9.0000,,,,,,,1980.0000,2.0000,,279067.0000,525537.0000,2015.0000,246470.0000,5417.8799,,,60590320351006
10720551,0.0392,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1258.0000,1258.0000,,,,,06037,,2.0000,,,,7,34207984.0000,-118607560.0000,6502.0000,,,,,,0100,261,LAR1,060371343.031002,12447,3101,30731,96338,0.0000,,,,1.0000,,,1948.0000,,,83193.0000,218594.0000,2015.0000,135401.0000,2752.5500,,,60371343031002
17102619,-0.0121,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,,2.0000,,1202.0000,1202.0000,1202.0000,,,1202.0000,,06111,1.0000,2.0000,2.0000,437.0000,,,34351756.0000,-119075472.0000,6080.0000,,,,,,1111,261,,061110007.013006,26965,2061,,97113,5.0000,,,,,160.0000,,1961.0000,1.0000,,205117.0000,341794.0000,2015.0000,136677.0000,3698.0200,,,61110007013006
14422885,0.0535,"Friday, January 15, 2016",,,,3.5000,4.0000,true,,,3.5000,,,5095.0000,5095.0000,,,,,06059,,3.0000,3.0000,757.0000,true,,33500428.0000,-117632256.0000,18000.0000,1.0000,,,1,,122,261,,060590422.036000,33840,1286,,96985,0.0000,,1.0000,,,,,1988.0000,,,596840.0000,1077353.0000,2015.0000,480513.0000,11404.5996,,,60590422036000
14676696,-0.0534,"Friday, January 15, 2016",1,,,1.0000,2.0000,false,,,1.0000,,,957.0000,957.0000,,,,,06059,,1.0000,2.0000,0.0000,,24,33629348.0000,-117737592.0000,,,,,,,34,266,,060590626.211010,25458,1286,,96971,4.0000,,,,,,,1977.0000,1.0000,,65688.0000,229495.0000,2015.0000,163807.0000,2415.5000,,,60590626213047
13063184,-0.0651,"Friday, January 15, 2016",1,,,3.0000,4.0000,true,,4.0000,3.0000,,,2357.0000,2357.0000,,,,,06037,,3.0000,,,,2,34032112.0000,-117791128.0000,9564.0000,1.0000,,,,1,0101,261,LCR19000,060374033.162008,24384,3101,,96505,0.0000,,,,1.0000,,,1986.0000,,,266484.0000,437582.0000,2015.0000,171098.0000,5631.9399,,,60374033162008
12144173,-0.0294,"Friday, January 15, 2016",1,,,3.0000,3.0000,false,,4.0000,3.0000,,,2622.0000,2622.0000,,,,,06037,,3.0000,,,,2,34119108.0000,-118050856.0000,10434.0000,1.0000,,,,1,0101,261,ARR1YY,060374317.005009,50749,3101,,96268,0.0000,,,,1.0000,,,1959.0000,,,351421.0000,1031066.0000,2015.0000,679645.0000,12088.3203,,,60374317005009
12192688,0.0935,"Friday, January 15, 2016",,,,1.0000,2.0000,false,,7.0000,1.0000,,,1040.0000,1040.0000,,,,,06037,,1.0000,,,,7,33978920.0000,-118311016.0000,3553.0000,,,,,,0100,261,LAR1,060372373.004008,12447,3101,118208,96028,0.0000,,,,1.0000,,,1925.0000,,,14658.0000,33807.0000,2015.0000,19149.0000,470.6500,,,60372373004008
11323686,0.0363,"Friday, January 15, 2016",1,,,3.0000,3.0000,false,,4.0000,3.0000,,,1974.0000,1974.0000,,,,,06037,,3.0000,,,,2,34569416.0000,-118175264.0000,4545.0000,,,,,,0100,261,LCA22,060379102.061062,40227,3101,,97329,0.0000,,,,1.0000,,,2005.0000,,,167547.0000,209431.0000,2015.0000,41884.0000,5131.3999,,,60379102061062
11301843,-0.0202,"Friday, January 15, 2016",1,,,3.0000,4.0000,true,,4.0000,3.0000,,,1722.0000,1722.0000,,,,,06037,,3.0000,,,,2,34700900.0000,-118082520.0000,21336.0000,,,,,,0100,261,LRCM,060379006.051015,5534,3101,,97318,0.0000,,,,1.0000,,,1991.0000,,,144837.0000,193796.0000,2015.0000,48959.0000,3233.4700,,,60379006051015
13028103,-0.0471,"Friday, January 15, 2016",,,,2.0000,3.0000,false,,7.0000,2.0000,,,1444.0000,1444.0000,,,,,06037,,2.0000,,,,2,34120156.0000,-117885544.0000,6390.0000,1.0000,,,,1,0101,261,AZR1CY,060374040.001007,37015,3101,,96464,0.0000,,,,1.0000,,,1955.0000,,,138581.0000,313314.0000,2015.0000,174733.0000,4359.0698,,,60374040001007
11666064,0.0227,"Friday, January 15, 2016",1,,,4.0000,4.0000,true,,4.0000,4.0000,,,3040.0000,3040.0000,,,,,06037,,4.0000,,,,2,34042672.0000,-118563968.0000,9364.0000,,,,,,0100,261,LAR1,060372626.043009,12447,3101,19810,96120,0.0000,,,,1.0000,,,1956.0000,,,348014.0000,1216367.0000,2015.0000,868353.0000,15077.4805,,,60372626043009
